place_verse_id,reference_id,place_label_id,place_id,place_label,place_label_count,place_verse_sequence,place_verse_notes
GEN 42:13__Canaan_1_1,GEN 42:13,Canaan_1_1,Canaan_1,Canaan,1,1416,the land of Canaan
GEN 42:14__NA,GEN 42:14,NA,NA,NA,,1417,
GEN 42:15__NA,GEN 42:15,NA,NA,NA,,1418,
GEN 42:16__NA,GEN 42:16,NA,NA,NA,,1419,
GEN 42:17__NA,GEN 42:17,NA,NA,NA,,1420,
GEN 42:18__NA,GEN 42:18,NA,NA,NA,,1421,
GEN 42:19__NA,GEN 42:19,NA,NA,NA,,1422,
GEN 42:20__NA,GEN 42:20,NA,NA,NA,,1423,
GEN 42:21__NA,GEN 42:21,NA,NA,NA,,1424,
GEN 42:22__NA,GEN 42:22,NA,NA,NA,,1425,
GEN 42:23__NA,GEN 42:23,NA,NA,NA,,1426,
GEN 42:24__NA,GEN 42:24,NA,NA,NA,,1427,
GEN 42:25__NA,GEN 42:25,NA,NA,NA,,1428,
GEN 42:26__NA,GEN 42:26,NA,NA,NA,,1429,
GEN 42:27__NA,GEN 42:27,NA,NA,NA,,1430,
GEN 42:28__NA,GEN 42:28,NA,NA,NA,,1431,
GEN 42:29__Canaan_1_1,GEN 42:29,Canaan_1_1,Canaan_1,Canaan,1,1432,the land of Canaan
GEN 42:30__NA,GEN 42:30,NA,NA,NA,,1433,
GEN 42:31__NA,GEN 42:31,NA,NA,NA,,1434,
GEN 42:32__Canaan_1_1,GEN 42:32,Canaan_1_1,Canaan_1,Canaan,1,1435,the land of Canaan
GEN 42:33__NA,GEN 42:33,NA,NA,NA,,1436,
GEN 42:34__NA,GEN 42:34,NA,NA,NA,,1437,
GEN 42:35__NA,GEN 42:35,NA,NA,NA,,1438,
GEN 42:36__NA,GEN 42:36,NA,NA,NA,,1439,
GEN 42:37__NA,GEN 42:37,NA,NA,NA,,1440,
GEN 42:38__NA,GEN 42:38,NA,NA,NA,,1441,
GEN 43:1__NA,GEN 43:1,NA,NA,NA,,1442,
GEN 43:2__Egypt_1_1,GEN 43:2,Egypt_1_1,Egypt_1,Egypt,1,1443,the land of Egypt
GEN 43:3__NA,GEN 43:3,NA,NA,NA,,1444,
GEN 43:4__NA,GEN 43:4,NA,NA,NA,,1445,
GEN 43:5__NA,GEN 43:5,NA,NA,NA,,1446,
GEN 43:6__NA,GEN 43:6,NA,NA,NA,,1447,
GEN 43:7__NA,GEN 43:7,NA,NA,NA,,1448,
GEN 43:8__NA,GEN 43:8,NA,NA,NA,,1449,
GEN 43:9__NA,GEN 43:9,NA,NA,NA,,1450,
GEN 43:10__NA,GEN 43:10,NA,NA,NA,,1451,
GEN 43:11__NA,GEN 43:11,NA,NA,NA,,1452,
GEN 43:12__NA,GEN 43:12,NA,NA,NA,,1453,
GEN 43:13__NA,GEN 43:13,NA,NA,NA,,1454,
GEN 43:14__NA,GEN 43:14,NA,NA,NA,,1455,
GEN 43:15__Egypt_1_1,GEN 43:15,Egypt_1_1,Egypt_1,Egypt,1,1456,
GEN 43:16__NA,GEN 43:16,NA,NA,NA,,1457,
GEN 43:17__NA,GEN 43:17,NA,NA,NA,,1458,
GEN 43:18__NA,GEN 43:18,NA,NA,NA,,1459,
GEN 43:19__NA,GEN 43:19,NA,NA,NA,,1460,
GEN 43:20__NA,GEN 43:20,NA,NA,NA,,1461,
GEN 43:21__NA,GEN 43:21,NA,NA,NA,,1462,
GEN 43:22__NA,GEN 43:22,NA,NA,NA,,1463,
GEN 43:23__NA,GEN 43:23,NA,NA,NA,,1464,
GEN 43:24__NA,GEN 43:24,NA,NA,NA,,1465,
GEN 43:25__NA,GEN 43:25,NA,NA,NA,,1466,
GEN 43:26__NA,GEN 43:26,NA,NA,NA,,1467,
GEN 43:27__NA,GEN 43:27,NA,NA,NA,,1468,
GEN 43:28__NA,GEN 43:28,NA,NA,NA,,1469,
GEN 43:29__NA,GEN 43:29,NA,NA,NA,,1470,
GEN 43:30__NA,GEN 43:30,NA,NA,NA,,1471,
GEN 43:31__NA,GEN 43:31,NA,NA,NA,,1472,
GEN 43:32__NA,GEN 43:32,NA,NA,NA,,1473,
GEN 43:33__NA,GEN 43:33,NA,NA,NA,,1474,
GEN 43:34__NA,GEN 43:34,NA,NA,NA,,1475,
GEN 44:1__NA,GEN 44:1,NA,NA,NA,,1476,
GEN 44:2__NA,GEN 44:2,NA,NA,NA,,1477,
GEN 44:3__NA,GEN 44:3,NA,NA,NA,,1478,
GEN 44:4__NA,GEN 44:4,NA,NA,NA,,1479,
GEN 44:5__NA,GEN 44:5,NA,NA,NA,,1480,
GEN 44:6__NA,GEN 44:6,NA,NA,NA,,1481,
GEN 44:7__NA,GEN 44:7,NA,NA,NA,,1482,
GEN 44:8__Canaan_1_1,GEN 44:8,Canaan_1_1,Canaan_1,Canaan,1,1483,the land of Canaan
GEN 44:9__NA,GEN 44:9,NA,NA,NA,,1484,
GEN 44:10__NA,GEN 44:10,NA,NA,NA,,1485,
GEN 44:11__NA,GEN 44:11,NA,NA,NA,,1486,
GEN 44:12__NA,GEN 44:12,NA,NA,NA,,1487,
GEN 44:13__NA,GEN 44:13,NA,NA,NA,,1488,
GEN 44:14__NA,GEN 44:14,NA,NA,NA,,1489,
GEN 44:15__NA,GEN 44:15,NA,NA,NA,,1490,
GEN 44:16__NA,GEN 44:16,NA,NA,NA,,1491,
GEN 44:17__NA,GEN 44:17,NA,NA,NA,,1492,
GEN 44:18__NA,GEN 44:18,NA,NA,NA,,1493,
GEN 44:19__NA,GEN 44:19,NA,NA,NA,,1494,
GEN 44:20__NA,GEN 44:20,NA,NA,NA,,1495,
GEN 44:21__NA,GEN 44:21,NA,NA,NA,,1496,
GEN 44:22__NA,GEN 44:22,NA,NA,NA,,1497,
GEN 44:23__NA,GEN 44:23,NA,NA,NA,,1498,
GEN 44:24__NA,GEN 44:24,NA,NA,NA,,1499,
GEN 44:25__NA,GEN 44:25,NA,NA,NA,,1500,
GEN 44:26__NA,GEN 44:26,NA,NA,NA,,1501,
GEN 44:27__NA,GEN 44:27,NA,NA,NA,,1502,
GEN 44:28__NA,GEN 44:28,NA,NA,NA,,1503,
GEN 44:29__NA,GEN 44:29,NA,NA,NA,,1504,
GEN 44:30__NA,GEN 44:30,NA,NA,NA,,1505,
GEN 44:31__NA,GEN 44:31,NA,NA,NA,,1506,
GEN 44:32__NA,GEN 44:32,NA,NA,NA,,1507,
GEN 44:33__NA,GEN 44:33,NA,NA,NA,,1508,
GEN 44:34__NA,GEN 44:34,NA,NA,NA,,1509,
GEN 45:1__NA,GEN 45:1,NA,NA,NA,,1510,
GEN 45:2__NA,GEN 45:2,NA,NA,NA,,1511,
GEN 45:3__NA,GEN 45:3,NA,NA,NA,,1512,
GEN 45:4__Egypt_1_1,GEN 45:4,Egypt_1_1,Egypt_1,Egypt,1,1513,
GEN 45:5__NA,GEN 45:5,NA,NA,NA,,1514,
GEN 45:6__NA,GEN 45:6,NA,NA,NA,,1515,
GEN 45:7__NA,GEN 45:7,NA,NA,NA,,1516,
GEN 45:8__Egypt_1_1,GEN 45:8,Egypt_1_1,Egypt_1,Egypt,1,1517,the land of Egypt
GEN 45:9__Egypt_1_1,GEN 45:9,Egypt_1_1,Egypt_1,Egypt,1,1518,
GEN 45:10__Goshen_1_1,GEN 45:10,Goshen_1_1,Goshen_1,Goshen,1,1519,the land of Goshen
GEN 45:11__NA,GEN 45:11,NA,NA,NA,,1520,
GEN 45:12__NA,GEN 45:12,NA,NA,NA,,1521,
GEN 45:13__Egypt_1_1,GEN 45:13,Egypt_1_1,Egypt_1,Egypt,1,1522,
GEN 45:14__NA,GEN 45:14,NA,NA,NA,,1523,
GEN 45:15__NA,GEN 45:15,NA,NA,NA,,1524,
GEN 45:16__NA,GEN 45:16,NA,NA,NA,,1525,
GEN 45:17__Canaan_1_1,GEN 45:17,Canaan_1_1,Canaan_1,Canaan,1,1526,the land of Canaan
GEN 45:18__Egypt_1_1,GEN 45:18,Egypt_1_1,Egypt_1,Egypt,1,1527,the land of Egypt
GEN 45:19__Egypt_1_1,GEN 45:19,Egypt_1_1,Egypt_1,Egypt,1,1528,the land of Egypt
GEN 45:20__Egypt_1_1,GEN 45:20,Egypt_1_1,Egypt_1,Egypt,1,1529,the land of Egypt
GEN 45:21__NA,GEN 45:21,NA,NA,NA,,1530,
GEN 45:22__NA,GEN 45:22,NA,NA,NA,,1531,
GEN 45:23__Egypt_1_1,GEN 45:23,Egypt_1_1,Egypt_1,Egypt,1,1532,
GEN 45:24__NA,GEN 45:24,NA,NA,NA,,1533,
GEN 45:25__Egypt_1_1,GEN 45:25,Egypt_1_1,Egypt_1,Egypt,1,1534,
GEN 45:25__Canaan_1_1,GEN 45:25,Canaan_1_1,Canaan_1,Canaan,1,1535,the land of Canaan
GEN 45:26__Egypt_1_1,GEN 45:26,Egypt_1_1,Egypt_1,Egypt,1,1536,the land of Egypt
GEN 45:27__NA,GEN 45:27,NA,NA,NA,,1537,
GEN 45:28__NA,GEN 45:28,NA,NA,NA,,1538,
GEN 46:1__Beersheba_1_1,GEN 46:1,Beersheba_1_1,Beersheba_1,Beersheba,1,1539,
GEN 46:2__NA,GEN 46:2,NA,NA,NA,,1540,
GEN 46:3__Egypt_1_1,GEN 46:3,Egypt_1_1,Egypt_1,Egypt,1,1541,
GEN 46:4__Egypt_1_1,GEN 46:4,Egypt_1_1,Egypt_1,Egypt,1,1542,
GEN 46:5__Beersheba_1_1,GEN 46:5,Beersheba_1_1,Beersheba_1,Beersheba,1,1543,
GEN 46:6__Canaan_1_1,GEN 46:6,Canaan_1_1,Canaan_1,Canaan,1,1544,the land of Canaan
GEN 46:6__Egypt_1_1,GEN 46:6,Egypt_1_1,Egypt_1,Egypt,1,1545,
GEN 46:7__Egypt_1_1,GEN 46:7,Egypt_1_1,Egypt_1,Egypt,1,1546,
GEN 46:8__Egypt_1_1,GEN 46:8,Egypt_1_1,Egypt_1,Egypt,1,1547,
GEN 46:9__NA,GEN 46:9,NA,NA,NA,,1548,
GEN 46:10__NA,GEN 46:10,NA,NA,NA,,1549,
GEN 46:11__NA,GEN 46:11,NA,NA,NA,,1550,
GEN 46:12__Canaan_1_1,GEN 46:12,Canaan_1_1,Canaan_1,Canaan,1,1551,the land of Canaan
GEN 46:13__NA,GEN 46:13,NA,NA,NA,,1552,
GEN 46:14__NA,GEN 46:14,NA,NA,NA,,1553,
GEN 46:15__Paddan-aram_1_1,GEN 46:15,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,1554,
GEN 46:16__NA,GEN 46:16,NA,NA,NA,,1555,
GEN 46:17__NA,GEN 46:17,NA,NA,NA,,1556,
GEN 46:18__NA,GEN 46:18,NA,NA,NA,,1557,
GEN 46:19__NA,GEN 46:19,NA,NA,NA,,1558,
GEN 46:20__Egypt_1_1,GEN 46:20,Egypt_1_1,Egypt_1,Egypt,1,1559,the land of Egypt
GEN 46:20__On_1_1,GEN 46:20,On_1_1,On_1,On,1,1560,
GEN 46:21__NA,GEN 46:21,NA,NA,NA,,1561,
GEN 46:22__NA,GEN 46:22,NA,NA,NA,,1562,
GEN 46:23__NA,GEN 46:23,NA,NA,NA,,1563,
GEN 46:24__NA,GEN 46:24,NA,NA,NA,,1564,
GEN 46:25__NA,GEN 46:25,NA,NA,NA,,1565,
GEN 46:26__Egypt_1_1,GEN 46:26,Egypt_1_1,Egypt_1,Egypt,1,1566,
GEN 46:27__Egypt_1_1,GEN 46:27,Egypt_1_1,Egypt_1,Egypt,2,1567,
GEN 46:28__Goshen_1_1,GEN 46:28,Goshen_1_1,Goshen_1,Goshen,2,1568,"Goshen, the land of Goshen"
GEN 46:29__Goshen_1_1,GEN 46:29,Goshen_1_1,Goshen_1,Goshen,1,1569,
GEN 46:30__NA,GEN 46:30,NA,NA,NA,,1570,
GEN 46:31__Canaan_1_1,GEN 46:31,Canaan_1_1,Canaan_1,Canaan,1,1571,the land of Canaan
GEN 46:32__NA,GEN 46:32,NA,NA,NA,,1572,
GEN 46:33__NA,GEN 46:33,NA,NA,NA,,1573,
GEN 46:34__Goshen_1_1,GEN 46:34,Goshen_1_1,Goshen_1,Goshen,1,1574,the land of Goshen
GEN 47:1__Canaan_1_1,GEN 47:1,Canaan_1_1,Canaan_1,Canaan,1,1575,the land of Canaan
GEN 47:1__Goshen_1_1,GEN 47:1,Goshen_1_1,Goshen_1,Goshen,1,1576,the land of Goshen
GEN 47:2__NA,GEN 47:2,NA,NA,NA,,1577,
GEN 47:3__NA,GEN 47:3,NA,NA,NA,,1578,
GEN 47:4__Canaan_1_1,GEN 47:4,Canaan_1_1,Canaan_1,Canaan,1,1579,the land of Canaan
GEN 47:4__Goshen_1_1,GEN 47:4,Goshen_1_1,Goshen_1,Goshen,1,1580,the land of Goshen
GEN 47:5__NA,GEN 47:5,NA,NA,NA,,1581,
GEN 47:6__Egypt_1_1,GEN 47:6,Egypt_1_1,Egypt_1,Egypt,1,1582,the land of Egypt
GEN 47:6__Goshen_1_1,GEN 47:6,Goshen_1_1,Goshen_1,Goshen,1,1583,the land of Goshen
GEN 47:7__NA,GEN 47:7,NA,NA,NA,,1584,
GEN 47:8__NA,GEN 47:8,NA,NA,NA,,1585,
GEN 47:9__NA,GEN 47:9,NA,NA,NA,,1586,
GEN 47:10__NA,GEN 47:10,NA,NA,NA,,1587,
GEN 47:11__Egypt_1_1,GEN 47:11,Egypt_1_1,Egypt_1,Egypt,1,1588,the land of Egypt
GEN 47:11__Rameses_1_1,GEN 47:11,Rameses_1_1,Rameses_1,Rameses,1,1589,the land of Rameses
GEN 47:12__NA,GEN 47:12,NA,NA,NA,,1590,
GEN 47:13__Egypt_1_1,GEN 47:13,Egypt_1_1,Egypt_1,Egypt,1,1591,the land of Egypt
GEN 47:13__Canaan_1_1,GEN 47:13,Canaan_1_1,Canaan_1,Canaan,1,1592,the land of Canaan
GEN 47:14__Egypt_1_1,GEN 47:14,Egypt_1_1,Egypt_1,Egypt,1,1593,the land of Egypt
GEN 47:14__Canaan_1_1,GEN 47:14,Canaan_1_1,Canaan_1,Canaan,1,1594,the land of Canaan
GEN 47:15__Egypt_1_1,GEN 47:15,Egypt_1_1,Egypt_1,Egypt,1,1595,the land of Egypt
GEN 47:15__Canaan_1_1,GEN 47:15,Canaan_1_1,Canaan_1,Canaan,1,1596,the land of Canaan
GEN 47:16__NA,GEN 47:16,NA,NA,NA,,1597,
GEN 47:17__NA,GEN 47:17,NA,NA,NA,,1598,
GEN 47:18__NA,GEN 47:18,NA,NA,NA,,1599,
GEN 47:19__NA,GEN 47:19,NA,NA,NA,,1600,
GEN 47:20__Egypt_1_1,GEN 47:20,Egypt_1_1,Egypt_1,Egypt,1,1601,the land of Egypt
GEN 47:21__Egypt_1_1,GEN 47:21,Egypt_1_1,Egypt_1,Egypt,1,1602,
GEN 47:22__NA,GEN 47:22,NA,NA,NA,,1603,
GEN 47:23__NA,GEN 47:23,NA,NA,NA,,1604,
GEN 47:24__NA,GEN 47:24,NA,NA,NA,,1605,
GEN 47:25__NA,GEN 47:25,NA,NA,NA,,1606,
GEN 47:26__Egypt_1_1,GEN 47:26,Egypt_1_1,Egypt_1,Egypt,1,1607,the land of Egypt
GEN 47:27__Egypt_1_1,GEN 47:27,Egypt_1_1,Egypt_1,Egypt,1,1608,the land of Egypt
GEN 47:27__Goshen_1_1,GEN 47:27,Goshen_1_1,Goshen_1,Goshen,1,1609,
GEN 47:28__Egypt_1_1,GEN 47:28,Egypt_1_1,Egypt_1,Egypt,1,1610,the land of Egypt
GEN 47:29__Egypt_1_1,GEN 47:29,Egypt_1_1,Egypt_1,Egypt,1,1611,
GEN 47:30__Egypt_1_1,GEN 47:30,Egypt_1_1,Egypt_1,Egypt,1,1612,
GEN 47:31__NA,GEN 47:31,NA,NA,NA,,1613,
GEN 48:1__NA,GEN 48:1,NA,NA,NA,,1614,
GEN 48:2__NA,GEN 48:2,NA,NA,NA,,1615,
GEN 48:3__Bethel_1_2,GEN 48:3,Bethel_1_2,Bethel_1,Luz,1,1616,
GEN 48:3__Canaan_1_1,GEN 48:3,Canaan_1_1,Canaan_1,Canaan,1,1617,the land of Canaan
GEN 48:4__NA,GEN 48:4,NA,NA,NA,,1618,
GEN 48:5__Egypt_1_1,GEN 48:5,Egypt_1_1,Egypt_1,Egypt,2,1619,"the land of Egypt, Egypt"
GEN 48:6__NA,GEN 48:6,NA,NA,NA,,1620,
GEN 48:7__Paddan-aram_1_1,GEN 48:7,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,1621,Paddan
GEN 48:7__Canaan_1_1,GEN 48:7,Canaan_1_1,Canaan_1,Canaan,1,1622,the land of Canaan
GEN 48:7__Bethlehem_1_1,GEN 48:7,Bethlehem_1_1,Bethlehem_1,Ephrath,2,1623,
GEN 48:7__Bethlehem_1_2,GEN 48:7,Bethlehem_1_2,Bethlehem_1,Bethlehem,1,1624,
GEN 48:8__NA,GEN 48:8,NA,NA,NA,,1625,
GEN 48:9__NA,GEN 48:9,NA,NA,NA,,1626,
GEN 48:10__NA,GEN 48:10,NA,NA,NA,,1627,
GEN 48:11__NA,GEN 48:11,NA,NA,NA,,1628,
GEN 48:12__NA,GEN 48:12,NA,NA,NA,,1629,
GEN 48:13__NA,GEN 48:13,NA,NA,NA,,1630,
GEN 48:14__NA,GEN 48:14,NA,NA,NA,,1631,
GEN 48:15__NA,GEN 48:15,NA,NA,NA,,1632,
GEN 48:16__NA,GEN 48:16,NA,NA,NA,,1633,
GEN 48:17__NA,GEN 48:17,NA,NA,NA,,1634,
GEN 48:18__NA,GEN 48:18,NA,NA,NA,,1635,
GEN 48:19__NA,GEN 48:19,NA,NA,NA,,1636,
GEN 48:20__NA,GEN 48:20,NA,NA,NA,,1637,
GEN 48:21__NA,GEN 48:21,NA,NA,NA,,1638,
GEN 48:22__NA,GEN 48:22,NA,NA,NA,,1639,
GEN 49:1__NA,GEN 49:1,NA,NA,NA,,1640,
GEN 49:2__NA,GEN 49:2,NA,NA,NA,,1641,
GEN 49:3__NA,GEN 49:3,NA,NA,NA,,1642,
GEN 49:4__NA,GEN 49:4,NA,NA,NA,,1643,
GEN 49:5__NA,GEN 49:5,NA,NA,NA,,1644,
GEN 49:6__NA,GEN 49:6,NA,NA,NA,,1645,
GEN 49:7__NA,GEN 49:7,NA,NA,NA,,1646,
GEN 49:8__NA,GEN 49:8,NA,NA,NA,,1647,
GEN 49:9__NA,GEN 49:9,NA,NA,NA,,1648,
GEN 49:10__Shiloh_1_1,GEN 49:10,Shiloh_1_1,Shiloh_1,Shiloh,1,1649,
GEN 49:11__NA,GEN 49:11,NA,NA,NA,,1650,
GEN 49:12__NA,GEN 49:12,NA,NA,NA,,1651,
GEN 49:13__Sidon_1_1,GEN 49:13,Sidon_1_1,Sidon_1,Sidon,1,1652,
GEN 49:14__NA,GEN 49:14,NA,NA,NA,,1653,
GEN 49:15__NA,GEN 49:15,NA,NA,NA,,1654,
GEN 49:16__NA,GEN 49:16,NA,NA,NA,,1655,
GEN 49:17__NA,GEN 49:17,NA,NA,NA,,1656,
GEN 49:18__NA,GEN 49:18,NA,NA,NA,,1657,
GEN 49:19__NA,GEN 49:19,NA,NA,NA,,1658,
GEN 49:20__NA,GEN 49:20,NA,NA,NA,,1659,
GEN 49:21__NA,GEN 49:21,NA,NA,NA,,1660,
GEN 49:22__NA,GEN 49:22,NA,NA,NA,,1661,
GEN 49:23__NA,GEN 49:23,NA,NA,NA,,1662,
GEN 49:24__NA,GEN 49:24,NA,NA,NA,,1663,
GEN 49:25__heaven_2_1,GEN 49:25,heaven_2_1,heaven_2,heaven,1,1664,blessings of heaven
GEN 49:26__NA,GEN 49:26,NA,NA,NA,,1665,
GEN 49:27__NA,GEN 49:27,NA,NA,NA,,1666,
GEN 49:28__NA,GEN 49:28,NA,NA,NA,,1667,
GEN 49:29__NA,GEN 49:29,NA,NA,NA,,1668,
GEN 49:30__Machpelah_1_1,GEN 49:30,Machpelah_1_1,Machpelah_1,Machpelah,1,1669,
GEN 49:30__Mamre_1_1,GEN 49:30,Mamre_1_1,Mamre_1,Mamre,1,1670,
GEN 49:30__Canaan_1_1,GEN 49:30,Canaan_1_1,Canaan_1,Canaan,1,1671,the land of Canaan
GEN 49:31__NA,GEN 49:31,NA,NA,NA,,1672,
GEN 49:32__NA,GEN 49:32,NA,NA,NA,,1673,
GEN 49:33__NA,GEN 49:33,NA,NA,NA,,1674,
GEN 50:1__NA,GEN 50:1,NA,NA,NA,,1675,
GEN 50:2__NA,GEN 50:2,NA,NA,NA,,1676,
GEN 50:3__NA,GEN 50:3,NA,NA,NA,,1677,
GEN 50:4__NA,GEN 50:4,NA,NA,NA,,1678,
GEN 50:5__Canaan_1_1,GEN 50:5,Canaan_1_1,Canaan_1,Canaan,1,1679,the land of Canaan
GEN 50:6__NA,GEN 50:6,NA,NA,NA,,1680,
GEN 50:7__Egypt_1_1,GEN 50:7,Egypt_1_1,Egypt_1,Egypt,1,1681,the land of Egypt
GEN 50:8__Goshen_1_1,GEN 50:8,Goshen_1_1,Goshen_1,Goshen,1,1682,the land of Goshen
GEN 50:9__NA,GEN 50:9,NA,NA,NA,,1683,
GEN 50:10__Atad_1_1,GEN 50:10,Atad_1_1,Atad_1,Atad,1,1684,
GEN 50:10__Jordan_1_1,GEN 50:10,Jordan_1_1,Jordan_1,Jordan,1,1685,
GEN 50:11__Atad_1_1,GEN 50:11,Atad_1_1,Atad_1,Atad,1,1686,
GEN 50:11__Atad_1_2,GEN 50:11,Atad_1_2,Atad_1,Abel-mizraim,1,1687,
GEN 50:11__Jordan_1_1,GEN 50:11,Jordan_1_1,Jordan_1,Jordan,1,1688,
GEN 50:12__NA,GEN 50:12,NA,NA,NA,,1689,
GEN 50:13__Canaan_1_1,GEN 50:13,Canaan_1_1,Canaan_1,Canaan,1,1690,the land of Canaan
GEN 50:13__Machpelah_1_1,GEN 50:13,Machpelah_1_1,Machpelah_1,Machpelah,1,1691,
GEN 50:13__Mamre_1_1,GEN 50:13,Mamre_1_1,Mamre_1,Mamre,1,1692,
GEN 50:14__Egypt_1_1,GEN 50:14,Egypt_1_1,Egypt_1,Egypt,1,1693,
GEN 50:15__NA,GEN 50:15,NA,NA,NA,,1694,
GEN 50:16__NA,GEN 50:16,NA,NA,NA,,1695,
GEN 50:17__NA,GEN 50:17,NA,NA,NA,,1696,
GEN 50:18__NA,GEN 50:18,NA,NA,NA,,1697,
GEN 50:19__NA,GEN 50:19,NA,NA,NA,,1698,
GEN 50:20__NA,GEN 50:20,NA,NA,NA,,1699,
GEN 50:21__NA,GEN 50:21,NA,NA,NA,,1700,
GEN 50:22__Egypt_1_1,GEN 50:22,Egypt_1_1,Egypt_1,Egypt,1,1701,
GEN 50:23__NA,GEN 50:23,NA,NA,NA,,1702,
GEN 50:24__NA,GEN 50:24,NA,NA,NA,,1703,
GEN 50:25__NA,GEN 50:25,NA,NA,NA,,1704,
GEN 50:26__Egypt_1_1,GEN 50:26,Egypt_1_1,Egypt_1,Egypt,1,1705,
EXO 1:1__Egypt_1_1,EXO 1:1,Egypt_1_1,Egypt_1,Egypt,1,1706,
